,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
284,Horticulture,Lemons,Bag,95,KES1875.00,01/01/2013,1,22,0,95,1,1,2013,1875.0
285,Horticulture,Oranges,Bag,93,KES2938.00,01/01/2013,1,29,0,93,1,1,2013,2938.0
286,Horticulture,Passion Fruits,Bag,57,KES3180.00,01/01/2013,1,30,0,57,1,1,2013,3180.0
287,Horticulture,Lettuce,Bag,51,KES4047.00,01/01/2013,1,23,0,51,1,1,2013,4047.0
288,Horticulture,Cauliflower,crate,39,KES2098.00,01/01/2013,1,9,6,39,1,1,2013,2098.0
289,Horticulture,Brinjals,Bag,44,KES1547.00,01/01/2013,1,4,0,44,1,1,2013,1547.0
290,Horticulture,Capsicums,Bag,50,KES2099.00,01/01/2013,1,6,0,50,1,1,2013,2099.0
291,Horticulture,Cucumber,Bag,50,KES1697.00,01/01/2013,1,13,0,50,1,1,2013,1697.0
292,Horticulture,Chillies,Bag,38,KES2403.00,01/01/2013,1,10,0,38,1,1,2013,2403.0
293,Horticulture,Spring Onions,Bag,142,KES1785.00,01/01/2013,1,36,0,142,1,1,2013,1785.0
294,Horticulture,Onions Dry,net,13,KES797.00,01/01/2013,1,28,7,13,1,1,2013,797.0
295,Horticulture,Tomatoes,Lg Box,64,KES2831.00,01/01/2013,1,38,3,64,1,1,2013,2831.0
296,Horticulture,Carrots,Ext Bag,138,KES2538.00,01/01/2013,1,7,2,138,1,1,2013,2538.0
297,Horticulture,Ripe Bananas,Med Bunch,14,KES609.00,01/01/2013,1,34,4,14,1,1,2013,609.0
298,Horticulture,Cooking Bananas,Med Bunch,22,KES586.00,01/01/2013,1,11,4,22,1,1,2013,586.0
299,Horticulture,Cooking Bananas,Med Bunch,22,KES629.00,02/01/2013,1,11,4,22,1,2,2013,629.0
300,Horticulture,Kales,Bag,50,KES804.00,02/01/2013,1,21,0,50,1,2,2013,804.0
301,Horticulture,Avocado,Bag,90,KES2394.00,02/01/2013,1,0,0,90,1,2,2013,2394.0
302,Horticulture,Pawpaw,Lg Box,54,KES1472.00,02/01/2013,1,31,3,54,1,2,2013,1472.0
303,Horticulture,Pineapples,Dozen,13,KES750.00,02/01/2013,1,32,1,13,1,2,2013,750.0
304,Horticulture,Limes,net,13,KES710.00,02/01/2013,1,24,7,13,1,2,2013,710.0
305,Horticulture,Mangoes Ngowe,Sm Basket,25,KES927.00,02/01/2013,1,26,5,25,1,2,2013,927.0
306,Horticulture,Mangoes Local,Bag,126,KES1957.00,02/01/2013,1,25,0,126,1,2,2013,1957.0
307,Horticulture,Lemons,Bag,95,KES2051.00,02/01/2013,1,22,0,95,1,2,2013,2051.0
308,Horticulture,Oranges,Bag,93,KES3230.00,02/01/2013,1,29,0,93,1,2,2013,3230.0
309,Horticulture,Passion Fruits,Bag,57,KES2955.00,02/01/2013,1,30,0,57,1,2,2013,2955.0
310,Horticulture,Lettuce,Bag,51,KES3476.00,02/01/2013,1,23,0,51,1,2,2013,3476.0
311,Horticulture,Cauliflower,crate,39,KES2483.00,02/01/2013,1,9,6,39,1,2,2013,2483.0
312,Horticulture,Brinjals,Bag,44,KES1836.00,02/01/2013,1,4,0,44,1,2,2013,1836.0
313,Horticulture,Capsicums,Bag,50,KES2517.00,02/01/2013,1,6,0,50,1,2,2013,2517.0
314,Horticulture,Cucumber,Bag,50,KES2251.00,02/01/2013,1,13,0,50,1,2,2013,2251.0
315,Horticulture,Chillies,Bag,38,KES2989.00,02/01/2013,1,10,0,38,1,2,2013,2989.0
316,Horticulture,Spring Onions,Bag,142,KES2254.00,02/01/2013,1,36,0,142,1,2,2013,2254.0
317,Horticulture,Onions Dry,net,13,KES792.00,02/01/2013,1,28,7,13,1,2,2013,792.0
318,Horticulture,Tomatoes,Lg Box,64,KES2969.00,02/01/2013,1,38,3,64,1,2,2013,2969.0
319,Horticulture,Carrots,Ext Bag,138,KES2669.00,02/01/2013,1,7,2,138,1,2,2013,2669.0
320,Horticulture,Ripe Bananas,Med Bunch,14,KES708.00,02/01/2013,1,34,4,14,1,2,2013,708.0
321,Horticulture,Cabbages,Ext Bag,126,KES1798.00,02/01/2013,1,5,2,126,1,2,2013,1798.0
322,Horticulture,Cabbages,Ext Bag,126,KES1667.00,03/01/2013,1,5,2,126,1,3,2013,1667.0
323,Horticulture,Cooking Bananas,Med Bunch,22,KES539.00,03/01/2013,1,11,4,22,1,3,2013,539.0
324,Horticulture,Ripe Bananas,Med Bunch,14,KES607.00,03/01/2013,1,34,4,14,1,3,2013,607.0
325,Horticulture,Carrots,Ext Bag,138,KES2969.00,03/01/2013,1,7,2,138,1,3,2013,2969.0
326,Horticulture,Tomatoes,Lg Box,64,KES3669.00,03/01/2013,1,38,3,64,1,3,2013,3669.0
327,Horticulture,Onions Dry,net,13,KES883.00,03/01/2013,1,28,7,13,1,3,2013,883.0
328,Horticulture,Spring Onions,Bag,142,KES2159.00,03/01/2013,1,36,0,142,1,3,2013,2159.0
329,Horticulture,Chillies,Bag,38,KES2377.00,03/01/2013,1,10,0,38,1,3,2013,2377.0
330,Horticulture,Cucumber,Bag,50,KES2742.00,03/01/2013,1,13,0,50,1,3,2013,2742.0
331,Horticulture,Capsicums,Bag,50,KES2750.00,03/01/2013,1,6,0,50,1,3,2013,2750.0
332,Horticulture,Brinjals,Bag,44,KES1587.00,03/01/2013,1,4,0,44,1,3,2013,1587.0
333,Horticulture,Cauliflower,crate,39,KES2452.00,03/01/2013,1,9,6,39,1,3,2013,2452.0
334,Horticulture,Lettuce,Bag,51,KES3470.00,03/01/2013,1,23,0,51,1,3,2013,3470.0
335,Horticulture,Passion Fruits,Bag,57,KES3988.00,03/01/2013,1,30,0,57,1,3,2013,3988.0
336,Horticulture,Oranges,Bag,93,KES3053.00,03/01/2013,1,29,0,93,1,3,2013,3053.0
337,Horticulture,Lemons,Bag,95,KES2039.00,03/01/2013,1,22,0,95,1,3,2013,2039.0
338,Horticulture,Mangoes Local,Bag,126,KES2105.00,03/01/2013,1,25,0,126,1,3,2013,2105.0
339,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1149.00,03/01/2013,1,26,5,25,1,3,2013,1149.0
340,Horticulture,Limes,net,13,KES679.00,03/01/2013,1,24,7,13,1,3,2013,679.0
341,Horticulture,Pineapples,Dozen,13,KES728.00,03/01/2013,1,32,1,13,1,3,2013,728.0
342,Horticulture,Pawpaw,Lg Box,54,KES1521.00,03/01/2013,1,31,3,54,1,3,2013,1521.0
343,Horticulture,Avocado,Bag,90,KES2322.00,03/01/2013,1,0,0,90,1,3,2013,2322.0
344,Horticulture,Kales,Bag,50,KES1039.00,03/01/2013,1,21,0,50,1,3,2013,1039.0
345,Horticulture,Cabbages,Ext Bag,126,KES1638.00,04/01/2013,1,5,2,126,1,4,2013,1638.0
346,Horticulture,Cooking Bananas,Med Bunch,22,KES545.00,04/01/2013,1,11,4,22,1,4,2013,545.0
347,Horticulture,Ripe Bananas,Med Bunch,14,KES620.00,04/01/2013,1,34,4,14,1,4,2013,620.0
348,Horticulture,Carrots,Ext Bag,138,KES3223.00,04/01/2013,1,7,2,138,1,4,2013,3223.0
349,Horticulture,Tomatoes,Lg Box,64,KES5182.00,04/01/2013,1,38,3,64,1,4,2013,5182.0
350,Horticulture,Onions Dry,net,13,KES850.00,04/01/2013,1,28,7,13,1,4,2013,850.0
351,Horticulture,Spring Onions,Bag,142,KES2194.00,04/01/2013,1,36,0,142,1,4,2013,2194.0
352,Horticulture,Chillies,Bag,38,KES3064.00,04/01/2013,1,10,0,38,1,4,2013,3064.0
353,Horticulture,Cucumber,Bag,50,KES2405.00,04/01/2013,1,13,0,50,1,4,2013,2405.0
354,Horticulture,Capsicums,Bag,50,KES2930.00,04/01/2013,1,6,0,50,1,4,2013,2930.0
355,Horticulture,Brinjals,Bag,44,KES1664.00,04/01/2013,1,4,0,44,1,4,2013,1664.0
356,Horticulture,Cauliflower,crate,39,KES3781.00,04/01/2013,1,9,6,39,1,4,2013,3781.0
357,Horticulture,Lettuce,Bag,51,KES3202.00,04/01/2013,1,23,0,51,1,4,2013,3202.0
358,Horticulture,Passion Fruits,Bag,57,KES3725.00,04/01/2013,1,30,0,57,1,4,2013,3725.0
359,Horticulture,Oranges,Bag,93,KES2948.00,04/01/2013,1,29,0,93,1,4,2013,2948.0
360,Horticulture,Lemons,Bag,95,KES1960.00,04/01/2013,1,22,0,95,1,4,2013,1960.0
361,Horticulture,Mangoes Local,Bag,126,KES2444.00,04/01/2013,1,25,0,126,1,4,2013,2444.0
362,Horticulture,Mangoes Ngowe,Sm Basket,25,KES770.00,04/01/2013,1,26,5,25,1,4,2013,770.0
363,Horticulture,Limes,net,13,KES635.00,04/01/2013,1,24,7,13,1,4,2013,635.0
364,Horticulture,Pineapples,Dozen,13,KES780.00,04/01/2013,1,32,1,13,1,4,2013,780.0
365,Horticulture,Pawpaw,Lg Box,54,KES1473.00,04/01/2013,1,31,3,54,1,4,2013,1473.0
366,Horticulture,Avocado,Bag,90,KES2287.00,04/01/2013,1,0,0,90,1,4,2013,2287.0
367,Horticulture,Kales,Bag,50,KES848.00,04/01/2013,1,21,0,50,1,4,2013,848.0
368,Horticulture,Lettuce,Bag,51,KES4090.00,05/01/2013,1,23,0,51,1,5,2013,4090.0
369,Horticulture,Kales,Bag,50,KES1277.00,05/01/2013,1,21,0,50,1,5,2013,1277.0
370,Horticulture,Avocado,Bag,90,KES2705.00,05/01/2013,1,0,0,90,1,5,2013,2705.0
371,Horticulture,Pawpaw,Lg Box,54,KES1777.00,05/01/2013,1,31,3,54,1,5,2013,1777.0
372,Horticulture,Pineapples,Dozen,13,KES754.00,05/01/2013,1,32,1,13,1,5,2013,754.0
373,Horticulture,Limes,net,13,KES683.00,05/01/2013,1,24,7,13,1,5,2013,683.0
374,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1079.00,05/01/2013,1,26,5,25,1,5,2013,1079.0
375,Horticulture,Mangoes Local,Bag,126,KES2420.00,05/01/2013,1,25,0,126,1,5,2013,2420.0
376,Horticulture,Lemons,Bag,95,KES2112.00,05/01/2013,1,22,0,95,1,5,2013,2112.0
377,Horticulture,Oranges,Bag,93,KES2893.00,05/01/2013,1,29,0,93,1,5,2013,2893.0
378,Horticulture,Passion Fruits,Bag,57,KES3923.00,05/01/2013,1,30,0,57,1,5,2013,3923.0
379,Horticulture,Cauliflower,crate,39,KES3553.00,05/01/2013,1,9,6,39,1,5,2013,3553.0
380,Horticulture,Brinjals,Bag,44,KES1700.00,05/01/2013,1,4,0,44,1,5,2013,1700.0
381,Horticulture,Capsicums,Bag,50,KES2663.00,05/01/2013,1,6,0,50,1,5,2013,2663.0
382,Horticulture,Cucumber,Bag,50,KES2268.00,05/01/2013,1,13,0,50,1,5,2013,2268.0
383,Horticulture,Chillies,Bag,38,KES3105.00,05/01/2013,1,10,0,38,1,5,2013,3105.0
384,Horticulture,Spring Onions,Bag,142,KES2571.00,05/01/2013,1,36,0,142,1,5,2013,2571.0
385,Horticulture,Onions Dry,net,13,KES967.00,05/01/2013,1,28,7,13,1,5,2013,967.0
386,Horticulture,Tomatoes,Lg Box,64,KES5596.00,05/01/2013,1,38,3,64,1,5,2013,5596.0
387,Horticulture,Carrots,Ext Bag,138,KES3318.00,05/01/2013,1,7,2,138,1,5,2013,3318.0
388,Horticulture,Ripe Bananas,Med Bunch,14,KES625.00,05/01/2013,1,34,4,14,1,5,2013,625.0
389,Horticulture,Cooking Bananas,Med Bunch,22,KES618.00,05/01/2013,1,11,4,22,1,5,2013,618.0
390,Horticulture,Cabbages,Ext Bag,126,KES2058.00,05/01/2013,1,5,2,126,1,5,2013,2058.0
391,Horticulture,Cooking Bananas,Med Bunch,22,KES541.00,06/01/2013,1,11,4,22,1,6,2013,541.0
392,Horticulture,Ripe Bananas,Med Bunch,14,KES583.00,06/01/2013,1,34,4,14,1,6,2013,583.0
393,Horticulture,Carrots,Ext Bag,138,KES3647.00,06/01/2013,1,7,2,138,1,6,2013,3647.0
394,Horticulture,Tomatoes,Lg Box,64,KES4037.00,06/01/2013,1,38,3,64,1,6,2013,4037.0
395,Horticulture,Onions Dry,net,13,KES1147.00,06/01/2013,1,28,7,13,1,6,2013,1147.0
396,Horticulture,Spring Onions,Bag,142,KES2480.00,06/01/2013,1,36,0,142,1,6,2013,2480.0
397,Horticulture,Chillies,Bag,38,KES2973.00,06/01/2013,1,10,0,38,1,6,2013,2973.0
398,Horticulture,Cucumber,Bag,50,KES1946.00,06/01/2013,1,13,0,50,1,6,2013,1946.0
399,Horticulture,Capsicums,Bag,50,KES3031.00,06/01/2013,1,6,0,50,1,6,2013,3031.0
400,Horticulture,Brinjals,Bag,44,KES1720.00,06/01/2013,1,4,0,44,1,6,2013,1720.0
401,Horticulture,Cauliflower,crate,39,KES3490.00,06/01/2013,1,9,6,39,1,6,2013,3490.0
402,Horticulture,Cabbages,Ext Bag,126,KES2465.00,06/01/2013,1,5,2,126,1,6,2013,2465.0
403,Horticulture,Lettuce,Bag,51,KES3748.00,06/01/2013,1,23,0,51,1,6,2013,3748.0
404,Horticulture,Passion Fruits,Bag,57,KES4041.00,06/01/2013,1,30,0,57,1,6,2013,4041.0
405,Horticulture,Oranges,Bag,93,KES2674.00,06/01/2013,1,29,0,93,1,6,2013,2674.0
406,Horticulture,Lemons,Bag,95,KES2085.00,06/01/2013,1,22,0,95,1,6,2013,2085.0
407,Horticulture,Mangoes Local,Bag,126,KES2078.00,06/01/2013,1,25,0,126,1,6,2013,2078.0
408,Horticulture,Mangoes Ngowe,Sm Basket,25,KES915.00,06/01/2013,1,26,5,25,1,6,2013,915.0
409,Horticulture,Limes,net,13,KES443.00,06/01/2013,1,24,7,13,1,6,2013,443.0
410,Horticulture,Pineapples,Dozen,13,KES700.00,06/01/2013,1,32,1,13,1,6,2013,700.0
411,Horticulture,Pawpaw,Lg Box,54,KES1511.00,06/01/2013,1,31,3,54,1,6,2013,1511.0
412,Horticulture,Avocado,Bag,90,KES2097.00,06/01/2013,1,0,0,90,1,6,2013,2097.0
413,Horticulture,Kales,Bag,50,KES1626.00,06/01/2013,1,21,0,50,1,6,2013,1626.0
414,Horticulture,Cabbages,Ext Bag,126,KES2326.00,07/01/2013,1,5,2,126,1,7,2013,2326.0
415,Horticulture,Cooking Bananas,Med Bunch,22,KES518.00,07/01/2013,1,11,4,22,1,7,2013,518.0
416,Horticulture,Ripe Bananas,Med Bunch,14,KES578.00,07/01/2013,1,34,4,14,1,7,2013,578.0
417,Horticulture,Carrots,Ext Bag,138,KES3553.00,07/01/2013,1,7,2,138,1,7,2013,3553.0
418,Horticulture,Tomatoes,Lg Box,64,KES2786.00,07/01/2013,1,38,3,64,1,7,2013,2786.0
419,Horticulture,Onions Dry,net,13,KES957.00,07/01/2013,1,28,7,13,1,7,2013,957.0
420,Horticulture,Spring Onions,Bag,142,KES2318.00,07/01/2013,1,36,0,142,1,7,2013,2318.0
421,Horticulture,Chillies,Bag,38,KES3251.00,07/01/2013,1,10,0,38,1,7,2013,3251.0
422,Horticulture,Cucumber,Bag,50,KES2505.00,07/01/2013,1,13,0,50,1,7,2013,2505.0
423,Horticulture,Capsicums,Bag,50,KES2767.00,07/01/2013,1,6,0,50,1,7,2013,2767.0
424,Horticulture,Brinjals,Bag,44,KES1851.00,07/01/2013,1,4,0,44,1,7,2013,1851.0
425,Horticulture,Cauliflower,crate,39,KES2333.00,07/01/2013,1,9,6,39,1,7,2013,2333.0
426,Horticulture,Lettuce,Bag,51,KES3246.00,07/01/2013,1,23,0,51,1,7,2013,3246.0
427,Horticulture,Passion Fruits,Bag,57,KES3740.00,07/01/2013,1,30,0,57,1,7,2013,3740.0
428,Horticulture,Oranges,Bag,93,KES2718.00,07/01/2013,1,29,0,93,1,7,2013,2718.0
429,Horticulture,Lemons,Bag,95,KES2023.00,07/01/2013,1,22,0,95,1,7,2013,2023.0
430,Horticulture,Mangoes Local,Bag,126,KES2208.00,07/01/2013,1,25,0,126,1,7,2013,2208.0
431,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1064.00,07/01/2013,1,26,5,25,1,7,2013,1064.0
432,Horticulture,Limes,net,13,KES507.00,07/01/2013,1,24,7,13,1,7,2013,507.0
433,Horticulture,Pineapples,Dozen,13,KES688.00,07/01/2013,1,32,1,13,1,7,2013,688.0
434,Horticulture,Pawpaw,Lg Box,54,KES1609.00,07/01/2013,1,31,3,54,1,7,2013,1609.0
435,Horticulture,Avocado,Bag,90,KES2202.00,07/01/2013,1,0,0,90,1,7,2013,2202.0
436,Horticulture,Kales,Bag,50,KES1556.00,07/01/2013,1,21,0,50,1,7,2013,1556.0
437,Horticulture,Cauliflower,crate,39,KES2099.00,08/01/2013,1,9,6,39,1,8,2013,2099.0
438,Horticulture,Cabbages,Ext Bag,126,KES2433.00,08/01/2013,1,5,2,126,1,8,2013,2433.0
439,Horticulture,Cooking Bananas,Med Bunch,22,KES500.00,08/01/2013,1,11,4,22,1,8,2013,500.0
440,Horticulture,Ripe Bananas,Med Bunch,14,KES553.00,08/01/2013,1,34,4,14,1,8,2013,553.0
441,Horticulture,Carrots,Ext Bag,138,KES3469.00,08/01/2013,1,7,2,138,1,8,2013,3469.0
442,Horticulture,Tomatoes,Lg Box,64,KES2653.00,08/01/2013,1,38,3,64,1,8,2013,2653.0
443,Horticulture,Onions Dry,net,13,KES894.00,08/01/2013,1,28,7,13,1,8,2013,894.0
444,Horticulture,Spring Onions,Bag,142,KES1820.00,08/01/2013,1,36,0,142,1,8,2013,1820.0
445,Horticulture,Chillies,Bag,38,KES2321.00,08/01/2013,1,10,0,38,1,8,2013,2321.0
446,Horticulture,Cucumber,Bag,50,KES2323.00,08/01/2013,1,13,0,50,1,8,2013,2323.0
447,Horticulture,Capsicums,Bag,50,KES3077.00,08/01/2013,1,6,0,50,1,8,2013,3077.0
448,Horticulture,Brinjals,Bag,44,KES1705.00,08/01/2013,1,4,0,44,1,8,2013,1705.0
449,Horticulture,Lettuce,Bag,51,KES3553.00,08/01/2013,1,23,0,51,1,8,2013,3553.0
450,Horticulture,Passion Fruits,Bag,57,KES4518.00,08/01/2013,1,30,0,57,1,8,2013,4518.0
451,Horticulture,Oranges,Bag,93,KES2878.00,08/01/2013,1,29,0,93,1,8,2013,2878.0
452,Horticulture,Lemons,Bag,95,KES1889.00,08/01/2013,1,22,0,95,1,8,2013,1889.0
453,Horticulture,Mangoes Local,Bag,126,KES2255.00,08/01/2013,1,25,0,126,1,8,2013,2255.0
454,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1257.00,08/01/2013,1,26,5,25,1,8,2013,1257.0
455,Horticulture,Limes,net,13,KES645.00,08/01/2013,1,24,7,13,1,8,2013,645.0
456,Horticulture,Pineapples,Dozen,13,KES710.00,08/01/2013,1,32,1,13,1,8,2013,710.0
457,Horticulture,Pawpaw,Lg Box,54,KES1411.00,08/01/2013,1,31,3,54,1,8,2013,1411.0
458,Horticulture,Avocado,Bag,90,KES2031.00,08/01/2013,1,0,0,90,1,8,2013,2031.0
459,Horticulture,Kales,Bag,50,KES1257.00,08/01/2013,1,21,0,50,1,8,2013,1257.0
460,Horticulture,Cabbages,Ext Bag,126,KES2350.00,09/01/2013,1,5,2,126,1,9,2013,2350.0
461,Horticulture,Cooking Bananas,Med Bunch,22,KES510.00,09/01/2013,1,11,4,22,1,9,2013,510.0
462,Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,09/01/2013,1,34,4,14,1,9,2013,568.0
463,Horticulture,Carrots,Ext Bag,138,KES4340.00,09/01/2013,1,7,2,138,1,9,2013,4340.0
464,Horticulture,Tomatoes,Lg Box,64,KES2446.00,09/01/2013,1,38,3,64,1,9,2013,2446.0
465,Horticulture,Onions Dry,net,13,KES862.00,09/01/2013,1,28,7,13,1,9,2013,862.0
466,Horticulture,Spring Onions,Bag,142,KES1950.00,09/01/2013,1,36,0,142,1,9,2013,1950.0
467,Horticulture,Chillies,Bag,38,KES2353.00,09/01/2013,1,10,0,38,1,9,2013,2353.0
468,Horticulture,Cucumber,Bag,50,KES1784.00,09/01/2013,1,13,0,50,1,9,2013,1784.0
469,Horticulture,Capsicums,Bag,50,KES2846.00,09/01/2013,1,6,0,50,1,9,2013,2846.0
470,Horticulture,Brinjals,Bag,44,KES1763.00,09/01/2013,1,4,0,44,1,9,2013,1763.0
471,Horticulture,Kales,Bag,50,KES1086.00,09/01/2013,1,21,0,50,1,9,2013,1086.0
472,Horticulture,Cauliflower,crate,39,KES1901.00,09/01/2013,1,9,6,39,1,9,2013,1901.0
473,Horticulture,Lettuce,Bag,51,KES3205.00,09/01/2013,1,23,0,51,1,9,2013,3205.0
474,Horticulture,Passion Fruits,Bag,57,KES3728.00,09/01/2013,1,30,0,57,1,9,2013,3728.0
475,Horticulture,Oranges,Bag,93,KES2956.00,09/01/2013,1,29,0,93,1,9,2013,2956.0
476,Horticulture,Lemons,Bag,95,KES2077.00,09/01/2013,1,22,0,95,1,9,2013,2077.0
477,Horticulture,Mangoes Local,Bag,126,KES2688.00,09/01/2013,1,25,0,126,1,9,2013,2688.0
478,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1262.00,09/01/2013,1,26,5,25,1,9,2013,1262.0
479,Horticulture,Limes,net,13,KES771.00,09/01/2013,1,24,7,13,1,9,2013,771.0
480,Horticulture,Pineapples,Dozen,13,KES711.00,09/01/2013,1,32,1,13,1,9,2013,711.0
481,Horticulture,Pawpaw,Lg Box,54,KES1562.00,09/01/2013,1,31,3,54,1,9,2013,1562.0
482,Horticulture,Avocado,Bag,90,KES2070.00,09/01/2013,1,0,0,90,1,9,2013,2070.0
483,Horticulture,Oranges,Bag,93,KES3104.00,10/01/2013,1,29,0,93,1,10,2013,3104.0
484,Horticulture,Cabbages,Ext Bag,126,KES1992.00,10/01/2013,1,5,2,126,1,10,2013,1992.0
485,Horticulture,Cooking Bananas,Med Bunch,22,KES513.00,10/01/2013,1,11,4,22,1,10,2013,513.0
486,Horticulture,Ripe Bananas,Med Bunch,14,KES565.00,10/01/2013,1,34,4,14,1,10,2013,565.0
487,Horticulture,Carrots,Ext Bag,138,KES4390.00,10/01/2013,1,7,2,138,1,10,2013,4390.0
488,Horticulture,Tomatoes,Lg Box,64,KES2862.00,10/01/2013,1,38,3,64,1,10,2013,2862.0
489,Horticulture,Onions Dry,net,13,KES845.00,10/01/2013,1,28,7,13,1,10,2013,845.0
490,Horticulture,Spring Onions,Bag,142,KES1978.00,10/01/2013,1,36,0,142,1,10,2013,1978.0
491,Horticulture,Chillies,Bag,38,KES2325.00,10/01/2013,1,10,0,38,1,10,2013,2325.0
492,Horticulture,Cucumber,Bag,50,KES2259.00,10/01/2013,1,13,0,50,1,10,2013,2259.0
493,Horticulture,Capsicums,Bag,50,KES2515.00,10/01/2013,1,6,0,50,1,10,2013,2515.0
494,Horticulture,Brinjals,Bag,44,KES1657.00,10/01/2013,1,4,0,44,1,10,2013,1657.0
495,Horticulture,Cauliflower,crate,39,KES1964.00,10/01/2013,1,9,6,39,1,10,2013,1964.0
496,Horticulture,Lettuce,Bag,51,KES3044.00,10/01/2013,1,23,0,51,1,10,2013,3044.0
497,Horticulture,Passion Fruits,Bag,57,KES3572.00,10/01/2013,1,30,0,57,1,10,2013,3572.0
498,Horticulture,Lemons,Bag,95,KES2292.00,10/01/2013,1,22,0,95,1,10,2013,2292.0
499,Horticulture,Mangoes Local,Bag,126,KES2259.00,10/01/2013,1,25,0,126,1,10,2013,2259.0
500,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1200.00,10/01/2013,1,26,5,25,1,10,2013,1200.0
501,Horticulture,Limes,net,13,KES990.00,10/01/2013,1,24,7,13,1,10,2013,990.0
502,Horticulture,Pineapples,Dozen,13,KES797.00,10/01/2013,1,32,1,13,1,10,2013,797.0
503,Horticulture,Pawpaw,Lg Box,54,KES1466.00,10/01/2013,1,31,3,54,1,10,2013,1466.0
504,Horticulture,Avocado,Bag,90,KES2307.00,10/01/2013,1,0,0,90,1,10,2013,2307.0
505,Horticulture,Kales,Bag,50,KES849.00,10/01/2013,1,21,0,50,1,10,2013,849.0
506,Horticulture,Kales,Bag,50,KES1013.00,11/01/2013,1,21,0,50,1,11,2013,1013.0
507,Horticulture,Cabbages,Ext Bag,126,KES1965.00,11/01/2013,1,5,2,126,1,11,2013,1965.0
508,Horticulture,Cooking Bananas,Med Bunch,22,KES519.00,11/01/2013,1,11,4,22,1,11,2013,519.0
509,Horticulture,Ripe Bananas,Med Bunch,14,KES588.00,11/01/2013,1,34,4,14,1,11,2013,588.0
510,Horticulture,Carrots,Ext Bag,138,KES4043.00,11/01/2013,1,7,2,138,1,11,2013,4043.0
511,Horticulture,Tomatoes,Lg Box,64,KES3141.00,11/01/2013,1,38,3,64,1,11,2013,3141.0
512,Horticulture,Onions Dry,net,13,KES844.00,11/01/2013,1,28,7,13,1,11,2013,844.0
513,Horticulture,Spring Onions,Bag,142,KES2084.00,11/01/2013,1,36,0,142,1,11,2013,2084.0
514,Horticulture,Chillies,Bag,38,KES2349.00,11/01/2013,1,10,0,38,1,11,2013,2349.0
515,Horticulture,Cucumber,Bag,50,KES2094.00,11/01/2013,1,13,0,50,1,11,2013,2094.0
516,Horticulture,Capsicums,Bag,50,KES2219.00,11/01/2013,1,6,0,50,1,11,2013,2219.0
517,Horticulture,Brinjals,Bag,44,KES1636.00,11/01/2013,1,4,0,44,1,11,2013,1636.0
518,Horticulture,Cauliflower,crate,39,KES2067.00,11/01/2013,1,9,6,39,1,11,2013,2067.0
519,Horticulture,Lettuce,Bag,51,KES4072.00,11/01/2013,1,23,0,51,1,11,2013,4072.0
520,Horticulture,Passion Fruits,Bag,57,KES4129.00,11/01/2013,1,30,0,57,1,11,2013,4129.0
521,Horticulture,Oranges,Bag,93,KES2967.00,11/01/2013,1,29,0,93,1,11,2013,2967.0
522,Horticulture,Lemons,Bag,95,KES2560.00,11/01/2013,1,22,0,95,1,11,2013,2560.0
523,Horticulture,Mangoes Local,Bag,126,KES2034.00,11/01/2013,1,25,0,126,1,11,2013,2034.0
524,Horticulture,Avocado,Bag,90,KES2672.00,11/01/2013,1,0,0,90,1,11,2013,2672.0
525,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1082.00,11/01/2013,1,26,5,25,1,11,2013,1082.0
526,Horticulture,Limes,net,13,KES902.00,11/01/2013,1,24,7,13,1,11,2013,902.0
527,Horticulture,Pineapples,Dozen,13,KES826.00,11/01/2013,1,32,1,13,1,11,2013,826.0
528,Horticulture,Pawpaw,Lg Box,54,KES1507.00,11/01/2013,1,31,3,54,1,11,2013,1507.0
529,Horticulture,Kales,Bag,50,KES953.00,12/01/2013,1,21,0,50,1,12,2013,953.0
530,Horticulture,Carrots,Ext Bag,138,KES3498.00,12/01/2013,1,7,2,138,1,12,2013,3498.0
531,Horticulture,Tomatoes,Lg Box,64,KES2897.00,12/01/2013,1,38,3,64,1,12,2013,2897.0
532,Horticulture,Onions Dry,net,13,KES862.00,12/01/2013,1,28,7,13,1,12,2013,862.0
533,Horticulture,Spring Onions,Bag,142,KES1755.00,12/01/2013,1,36,0,142,1,12,2013,1755.0
534,Horticulture,Chillies,Bag,38,KES2357.00,12/01/2013,1,10,0,38,1,12,2013,2357.0
535,Horticulture,Cucumber,Bag,50,KES1843.00,12/01/2013,1,13,0,50,1,12,2013,1843.0
536,Horticulture,Capsicums,Bag,50,KES2195.00,12/01/2013,1,6,0,50,1,12,2013,2195.0
537,Horticulture,Brinjals,Bag,44,KES1471.00,12/01/2013,1,4,0,44,1,12,2013,1471.0
